tX,tY,tZ,rX,rY,rZ,rW,time(s)
0.6899233,8.982409,-3.077333,0.7071068,0,0,0.7071068,2.233338
0.6907607,8.982484,-3.077496,0.7071068,0,0,0.7071068,2.266671
0.691772,8.982433,-3.077602,0.7071068,0,0,0.7071068,2.300004
0.6926108,8.98334,-3.077403,0.7071068,0,0,0.7071068,2.333338
0.6935222,8.983764,-3.077274,0.7071068,0,0,0.7071068,2.366671
0.6945069,8.984085,-3.076716,0.7071068,0,0,0.7071068,2.400005
0.6949573,8.984316,-3.076093,0.7071068,0,0,0.7071068,2.433338
0.6957787,8.9847,-3.075915,0.7071068,0,0,0.7071068,2.466671
0.6964858,8.985678,-3.075342,0.7071068,0,0,0.7071068,2.500005
0.6977273,8.986645,-3.074998,0.7071068,0,0,0.7071068,2.533338
0.6981692,8.986929,-3.075286,0.7071068,0,0,0.7071068,2.566672
0.6993854,8.987926,-3.074832,0.7071068,0,0,0.7071068,2.600005
0.7006348,8.988636,-3.074642,0.7071068,0,0,0.7071068,2.633338
0.7013724,8.988957,-3.074552,0.7071068,0,0,0.7071068,2.666672
0.7024791,8.989784,-3.074001,0.7071068,0,0,0.7071068,2.700005
0.7034389,8.990837,-3.073809,0.7071068,0,0,0.7071068,2.733339
0.7037041,8.99138,-3.073273,0.7071068,0,0,0.7071068,2.766672
0.7042922,8.992218,-3.072599,0.7071068,0,0,0.7071068,2.800005
0.7049707,8.992514,-3.071894,0.7071068,0,0,0.7071068,2.833339
0.7056779,8.993538,-3.071713,0.7071068,0,0,0.7071068,2.866672
0.7063779,8.993805,-3.071204,0.7071068,0,0,0.7071068,2.900006
0.707436,8.994724,-3.070697,0.7071068,0,0,0.7071068,2.933339
0.7081404,8.995778,-3.070011,0.7071068,0,0,0.7071068,2.966672
0.7091348,8.996531,-3.069959,0.7071068,0,0,0.7071068,3.000006
0.7103472,8.99664,-3.069916,0.7071068,0,0,0.7071068,3.033339
0.711489,8.997003,-3.069619,0.7071068,0,0,0.7071068,3.066673
0.7117749,8.997673,-3.069003,0.7071068,0,0,0.7071068,3.100006
0.7128096,8.997929,-3.068801,0.7071068,0,0,0.7071068,3.133339
0.7134612,8.998609,-3.06885,0.7071068,0,0,0.7071068,3.166673
0.7143916,8.99878,-3.068363,0.7071068,0,0,0.7071068,3.200006
0.7152737,8.999067,-3.067983,0.7071068,0,0,0.7071068,3.23334
0.7162539,8.999653,-3.067677,0.7071068,0,0,0.7071068,3.266673
0.716599,9.000492,-3.067607,0.7071068,0,0,0.7071068,3.300006
0.7176028,9.001294,-3.067139,0.7071068,0,0,0.7071068,3.33334
0.7186057,9.002341,-3.066699,0.7071068,0,0,0.7071068,3.366673
0.719578,9.003343,-3.06618,0.7071068,0,0,0.7071068,3.400007
0.7203633,9.003923,-3.066079,0.7071068,0,0,0.7071068,3.43334
0.7206129,9.004264,-3.065958,0.7071068,0,0,0.7071068,3.466673
0.7216249,9.004837,-3.065751,0.7071068,0,0,0.7071068,3.500007
0.7222759,9.005644,-3.065653,0.7071068,0,0,0.7071068,3.53334
0.7233817,9.006618,-3.06561,0.7071068,0,0,0.7071068,3.566674
0.7244998,9.007256,-3.065132,0.7071068,0,0,0.7071068,3.600007
0.7249606,9.008095,-3.064643,0.7071068,0,0,0.7071068,3.63334
0.7259585,9.0084,-3.063842,0.7071068,0,0,0.7071068,3.666674
0.7265924,9.008777,-3.063136,0.7071068,0,0,0.7071068,3.700007
0.7276046,9.009166,-3.062266,0.7071068,0,0,0.7071068,3.733341
0.7281491,9.009539,-3.061774,0.7071068,0,0,0.7071068,3.766674
0.7285276,9.009982,-3.061673,0.7071068,0,0,0.7071068,3.800007
0.7295118,9.010116,-3.060961,0.7071068,0,0,0.7071068,3.833341
0.7305328,9.011143,-3.060563,0.7071068,0,0,0.7071068,3.866674
0.7311844,9.011919,-3.059981,0.7071068,0,0,0.7071068,3.900008
0.7320223,9.012838,-3.059175,0.7071068,0,0,0.7071068,3.933341
0.7329199,9.012984,-3.058821,0.7071068,0,0,0.7071068,3.966674
0.7340047,9.013369,-3.058078,0.7071068,0,0,0.7071068,4.000008
0.734356,9.013748,-3.057548,0.7071068,0,0,0.7071068,4.033341
0.7347416,9.013841,-3.056671,0.7071068,0,0,0.7071068,4.066675
0.7351599,9.014122,-3.056306,0.7071068,0,0,0.7071068,4.100008
0.7362921,9.014549,-3.055963,0.7071068,0,0,0.7071068,4.133341
0.7373211,9.014642,-3.055362,0.7071068,0,0,0.7071068,4.166675
0.7384567,9.014538,-3.05463,0.7071068,0,0,0.7071068,4.200008
0.7388855,9.015018,-3.053656,0.7071068,0,0,0.7071068,4.233342
0.7390879,9.014933,-3.053085,0.7071068,0,0,0.7071068,4.266675
0.7394339,9.015036,-3.052789,0.7071068,0,0,0.7071068,4.300008
0.7399617,9.015161,-3.052233,0.7071068,0,0,0.7071068,4.333342
0.7406577,9.015871,-3.051161,0.7071068,0,0,0.7071068,4.366675
0.7412187,9.015974,-3.050558,0.7071068,0,0,0.7071068,4.400009
0.7421111,9.016528,-3.049793,0.7071068,0,0,0.7071068,4.433342
0.7428071,9.016608,-3.048537,0.7071068,0,0,0.7071068,4.466675
0.7432036,9.016813,-3.047874,0.7071068,0,0,0.7071068,4.500009
0.7433252,9.01731,-3.046624,0.7071068,0,0,0.7071068,4.533342
0.7437367,9.017876,-3.046065,0.7071068,0,0,0.7071068,4.566676
0.7447245,9.017678,-3.045373,0.7071068,0,0,0.7071068,4.600009
0.7450574,9.017734,-3.044758,0.7071068,0,0,0.7071068,4.633342
0.7451747,9.017641,-3.043561,0.7071068,0,0,0.7071068,4.666676
0.7452896,9.018021,-3.043194,0.7071068,0,0,0.7071068,4.700009
0.745645,9.017925,-3.042809,0.7071068,0,0,0.7071068,4.733343
0.7457398,9.017693,-3.041959,0.7071068,0,0,0.7071068,4.766676
0.7466784,9.018163,-3.040852,0.7071068,0,0,0.7071068,4.800009
0.7475176,9.018458,-3.039708,0.7071068,0,0,0.7071068,4.833343
0.7484738,9.018719,-3.038795,0.7071068,0,0,0.7071068,4.866676
0.749133,9.019239,-3.03767,0.7071068,0,0,0.7071068,4.90001
0.7494979,9.019715,-3.037286,0.7071068,0,0,0.7071068,4.933343
0.7501217,9.019692,-3.036536,0.7071068,0,0,0.7071068,4.966676
0.7500897,9.01945,-3.035557,0.7071068,0,0,0.7071068,5.00001
0.7507121,9.019904,-3.034851,0.7071068,0,0,0.7071068,5.033343
0.7508423,9.019861,-3.033523,0.7071068,0,0,0.7071068,5.066677
0.751332,9.020002,-3.03221,0.7071068,0,0,0.7071068,5.10001
0.7512581,9.019578,-3.03172,0.7071068,0,0,0.7071068,5.133343
0.7514952,9.020133,-3.030696,0.7071068,0,0,0.7071068,5.166677
0.752111,9.019778,-3.0293,0.7071068,0,0,0.7071068,5.20001
0.7522123,9.01983,-3.028685,0.7071068,0,0,0.7071068,5.233344
0.7520756,9.019974,-3.02735,0.7071068,0,0,0.7071068,5.266677
0.7524751,9.019733,-3.026312,0.7071068,0,0,0.7071068,5.30001
0.7531215,9.019536,-3.025527,0.7071068,0,0,0.7071068,5.333344
0.7529076,9.019715,-3.024705,0.7071068,0,0,0.7071068,5.366677
0.7529469,9.019448,-3.023315,0.7071068,0,0,0.7071068,5.400011
0.7533603,9.019013,-3.022624,0.7071068,0,0,0.7071068,5.433344
0.7538907,9.018751,-3.021497,0.7071068,0,0,0.7071068,5.466677
0.7538943,9.018755,-3.020879,0.7071068,0,0,0.7071068,5.500011
0.7537332,9.018591,-3.020168,0.7071068,0,0,0.7071068,5.533344
0.7538388,9.019002,-3.019341,0.7071068,0,0,0.7071068,5.566678
0.7543723,9.018721,-3.0181,0.7071068,0,0,0.7071068,5.600011
0.7545636,9.018709,-3.017133,0.7071068,0,0,0.7071068,5.633344
0.7550643,9.019224,-3.015941,0.7071068,0,0,0.7071068,5.666678
0.7554588,9.019072,-3.014669,0.7071068,0,0,0.7071068,5.700011
0.7558598,9.018659,-3.013468,0.7071068,0,0,0.7071068,5.733345
0.7557791,9.018196,-3.0121,0.7071068,0,0,0.7071068,5.766678
0.7554848,9.018445,-3.010649,0.7071068,0,0,0.7071068,5.800011
0.7553816,9.018192,-3.00963,0.7071068,0,0,0.7071068,5.833345
0.7549776,9.017727,-3.008161,0.7071068,0,0,0.7071068,5.866678
0.754575,9.017664,-3.006751,0.7071068,0,0,0.7071068,5.900012
0.7548529,9.018094,-3.005693,0.7071068,0,0,0.7071068,5.933345
0.7550459,9.01816,-3.005154,0.7071068,0,0,0.7071068,5.966678
0.7551897,9.017721,-3.004121,0.7071068,0,0,0.7071068,6.000012
0.7547904,9.0173,-3.003008,0.7071068,0,0,0.7071068,6.033345
0.7542946,9.0172,-3.001954,0.7071068,0,0,0.7071068,6.066679
0.7540769,9.016934,-3.001034,0.7071068,0,0,0.7071068,6.100012
0.7538485,9.017159,-2.999859,0.7071068,0,0,0.7071068,6.133345
0.7534322,9.016788,-2.998391,0.7071068,0,0,0.7071068,6.166679
0.7533365,9.017204,-2.997059,0.7071068,0,0,0.7071068,6.200012
0.7534845,9.017436,-2.995629,0.7071068,0,0,0.7071068,6.233346
0.7535928,9.017723,-2.994584,0.7071068,0,0,0.7071068,6.266679
0.753129,9.018048,-2.993909,0.7071068,0,0,0.7071068,6.300012
0.7526509,9.018381,-2.992646,0.7071068,0,0,0.7071068,6.333346
0.7521753,9.018603,-2.991896,0.7071068,0,0,0.7071068,6.366679
0.7521995,9.019073,-2.99091,0.7071068,0,0,0.7071068,6.400012
0.7522547,9.019443,-2.990063,0.7071068,0,0,0.7071068,6.433346
0.7520584,9.019228,-2.989549,0.7071068,0,0,0.7071068,6.466679
0.7519816,9.01936,-2.988425,0.7071068,0,0,0.7071068,6.500013
0.7523433,9.01951,-2.987884,0.7071068,0,0,0.7071068,6.533346
0.7519761,9.019373,-2.987152,0.7071068,0,0,0.7071068,6.566679
0.7523724,9.019186,-2.986675,0.7071068,0,0,0.7071068,6.600013
0.7523621,9.01984,-2.985351,0.7071068,0,0,0.7071068,6.633346
0.7520356,9.020544,-2.984293,0.7071068,0,0,0.7071068,6.66668
0.7517379,9.021235,-2.983339,0.7071068,0,0,0.7071068,6.700013
0.751352,9.021425,-2.982786,0.7071068,0,0,0.7071068,6.733346
0.7514668,9.022044,-2.98228,0.7071068,0,0,0.7071068,6.76668
0.751097,9.022515,-2.981111,0.7071068,0,0,0.7071068,6.800013
0.7506782,9.022552,-2.980169,0.7071068,0,0,0.7071068,6.833347
0.7503921,9.022435,-2.979236,0.7071068,0,0,0.7071068,6.86668
0.7499315,9.022404,-2.97862,0.7071068,0,0,0.7071068,6.900013
0.7499848,9.02266,-2.977483,0.7071068,0,0,0.7071068,6.933347
0.7499908,9.023426,-2.976519,0.7071068,0,0,0.7071068,6.96668
0.7503222,9.023755,-2.97546,0.7071068,0,0,0.7071068,7.000014
0.7501735,9.024503,-2.97455,0.7071068,0,0,0.7071068,7.033347
0.7496628,9.024743,-2.974013,0.7071068,0,0,0.7071068,7.06668
0.7491679,9.025652,-2.973242,0.7071068,0,0,0.7071068,7.100014
0.7492631,9.025638,-2.97198,0.7071068,0,0,0.7071068,7.133347
0.7497425,9.025892,-2.971435,0.7071068,0,0,0.7071068,7.166681
0.7499433,9.026168,-2.970075,0.7071068,0,0,0.7071068,7.200014
0.7502702,9.026439,-2.969415,0.7071068,0,0,0.7071068,7.233347
0.7498656,9.026903,-2.968565,0.7071068,0,0,0.7071068,7.266681
0.7494304,9.027377,-2.96823,0.7071068,0,0,0.7071068,7.300014
0.7490944,9.027659,-2.966962,0.7071068,0,0,0.7071068,7.333348
0.7487369,9.027866,-2.966413,0.7071068,0,0,0.7071068,7.366681
0.7490498,9.028902,-2.966093,0.7071068,0,0,0.7071068,7.400014
0.7490836,9.029552,-2.965801,0.7071068,0,0,0.7071068,7.433348
0.7491496,9.030528,-2.964787,0.7071068,0,0,0.7071068,7.466681
0.7493287,9.031451,-2.964365,0.7071068,0,0,0.7071068,7.500015
0.7489761,9.031875,-2.963621,0.7071068,0,0,0.7071068,7.533348
0.7486216,9.03258,-2.963096,0.7071068,0,0,0.7071068,7.566681
0.7483304,9.033664,-2.962095,0.7071068,0,0,0.7071068,7.600015
0.7486714,9.034478,-2.961351,0.7071068,0,0,0.7071068,7.633348
0.7488116,9.035203,-2.960534,0.7071068,0,0,0.7071068,7.666682
0.7486736,9.035637,-2.959935,0.7071068,0,0,0.7071068,7.700015
0.748311,9.035838,-2.959492,0.7071068,0,0,0.7071068,7.733348
0.7486055,9.036474,-2.958902,0.7071068,0,0,0.7071068,7.766682
0.7483821,9.036716,-2.957978,0.7071068,0,0,0.7071068,7.800015
0.7480035,9.037574,-2.95667,0.7071068,0,0,0.7071068,7.833349
0.7476101,9.037642,-2.955755,0.7071068,0,0,0.7071068,7.866682
0.7476712,9.03845,-2.954657,0.7071068,0,0,0.7071068,7.900015
0.7481282,9.038927,-2.953384,0.7071068,0,0,0.7071068,7.933349
0.7480288,9.039328,-2.952911,0.7071068,0,0,0.7071068,7.966682
0.7476612,9.039737,-2.951942,0.7071068,0,0,0.7071068,8.000015
0.7480811,9.039884,-2.951332,0.7071068,0,0,0.7071068,8.033349
0.7481494,9.040537,-2.950812,0.7071068,0,0,0.7071068,8.066683
0.7486577,9.041129,-2.950177,0.7071068,0,0,0.7071068,8.100016
0.7489519,9.041362,-2.948913,0.7071068,0,0,0.7071068,8.133349
0.7494484,9.042163,-2.948009,0.7071068,0,0,0.7071068,8.166682
0.7498986,9.043004,-2.9473,0.7071068,0,0,0.7071068,8.200016
0.75046,9.043839,-2.94675,0.7071068,0,0,0.7071068,8.23335
0.7509406,9.044619,-2.945788,0.7071068,0,0,0.7071068,8.266683
0.7513454,9.044971,-2.944841,0.7071068,0,0,0.7071068,8.300016
0.7518107,9.045177,-2.944109,0.7071068,0,0,0.7071068,8.333349
0.7519271,9.045489,-2.942822,0.7071068,0,0,0.7071068,8.366683
0.7519222,9.046138,-2.941449,0.7071068,0,0,0.7071068,8.400017
0.7518849,9.046145,-2.940427,0.7071068,0,0,0.7071068,8.43335
0.7519726,9.046402,-2.939842,0.7071068,0,0,0.7071068,8.466683
0.7518079,9.046973,-2.938826,0.7071068,0,0,0.7071068,8.500016
0.7524227,9.046926,-2.938266,0.7071068,0,0,0.7071068,8.53335
0.7525936,9.047389,-2.936868,0.7071068,0,0,0.7071068,8.566684
0.7526463,9.048132,-2.935806,0.7071068,0,0,0.7071068,8.600017
0.7531406,9.048392,-2.934494,0.7071068,0,0,0.7071068,8.63335
0.7538056,9.049183,-2.933816,0.7071068,0,0,0.7071068,8.666683
0.7536054,9.049799,-2.933253,0.7071068,0,0,0.7071068,8.700017
0.7539886,9.050087,-2.932591,0.7071068,0,0,0.7071068,8.733351
0.7546402,9.050553,-2.931275,0.7071068,0,0,0.7071068,8.766684
0.7551759,9.051301,-2.930319,0.7071068,0,0,0.7071068,8.800017
0.7552418,9.051893,-2.929758,0.7071068,0,0,0.7071068,8.83335
0.7554602,9.052445,-2.929282,0.7071068,0,0,0.7071068,8.866684
0.7554154,9.053059,-2.928266,0.7071068,0,0,0.7071068,8.900018
0.7559923,9.052957,-2.927448,0.7071068,0,0,0.7071068,8.933351
0.7567112,9.05302,-2.926975,0.7071068,0,0,0.7071068,8.966684
0.7570934,9.052814,-2.926362,0.7071068,0,0,0.7071068,9.000017
0.7569523,9.053217,-2.925573,0.7071068,0,0,0.7071068,9.033351
0.7571421,9.053903,-2.924629,0.7071068,0,0,0.7071068,9.066685
0.7573674,9.054194,-2.92402,0.7071068,0,0,0.7071068,9.100018
0.7578989,9.053986,-2.922621,0.7071068,0,0,0.7071068,9.133351
0.7581123,9.054402,-2.921512,0.7071068,0,0,0.7071068,9.166684
0.7586654,9.054677,-2.920222,0.7071068,0,0,0.7071068,9.200018
0.7592397,9.054612,-2.919176,0.7071068,0,0,0.7071068,9.233352
0.7596998,9.054653,-2.91777,0.7071068,0,0,0.7071068,9.266685
0.7596391,9.055222,-2.916404,0.7071068,0,0,0.7071068,9.300018
0.7599304,9.055528,-2.915314,0.7071068,0,0,0.7071068,9.333351
0.7598068,9.055997,-2.914587,0.7071068,0,0,0.7071068,9.366685
0.7600002,9.056237,-2.913242,0.7071068,0,0,0.7071068,9.400019
0.7602646,9.056751,-2.911962,0.7071068,0,0,0.7071068,9.433352
0.7607833,9.056903,-2.910693,0.7071068,0,0,0.7071068,9.466685
0.7616037,9.057322,-2.910255,0.7071068,0,0,0.7071068,9.500018
0.762337,9.056983,-2.909101,0.7071068,0,0,0.7071068,9.533352
0.7627459,9.056724,-2.908283,0.7071068,0,0,0.7071068,9.566686
0.7631336,9.056784,-2.907311,0.7071068,0,0,0.7071068,9.600019
0.7637043,9.05694,-2.906021,0.7071068,0,0,0.7071068,9.633352
0.7639261,9.056564,-2.905068,0.7071068,0,0,0.7071068,9.666685
0.76437,9.056256,-2.90423,0.7071068,0,0,0.7071068,9.700019
0.7644808,9.056695,-2.903769,0.7071068,0,0,0.7071068,9.733353
0.7647855,9.057098,-2.903352,0.7071068,0,0,0.7071068,9.766685
0.7653304,9.05697,-2.902936,0.7071068,0,0,0.7071068,9.800019
0.7655076,9.057077,-2.902317,0.7071068,0,0,0.7071068,9.833352
0.7661638,9.057132,-2.901314,0.7071068,0,0,0.7071068,9.866686
0.7666066,9.056675,-2.900011,0.7071068,0,0,0.7071068,9.90002
0.7670915,9.056863,-2.899587,0.7071068,0,0,0.7071068,9.933352
0.7678779,9.056484,-2.898591,0.7071068,0,0,0.7071068,9.966686
0.7688204,9.056887,-2.898138,0.7071068,0,0,0.7071068,10.00002
0.7688816,9.056776,-2.897427,0.7071068,0,0,0.7071068,10.03335
0.7697347,9.056869,-2.896425,0.7071068,0,0,0.7071068,10.06669
0.7698697,9.056799,-2.89514,0.7071068,0,0,0.7071068,10.10002
0.7700673,9.057055,-2.894742,0.7071068,0,0,0.7071068,10.13335
0.7702876,9.056725,-2.894178,0.7071068,0,0,0.7071068,10.16669
0.7706851,9.056622,-2.89322,0.7071068,0,0,0.7071068,10.20002
0.7710462,9.056617,-2.892763,0.7071068,0,0,0.7071068,10.23335
0.7715452,9.056791,-2.891816,0.7071068,0,0,0.7071068,10.26669
0.7722994,9.056561,-2.891265,0.7071068,0,0,0.7071068,10.30002
0.7725865,9.056912,-2.890415,0.7071068,0,0,0.7071068,10.33335
0.7735468,9.056814,-2.889362,0.7071068,0,0,0.7071068,10.36669
0.7737565,9.057094,-2.888094,0.7071068,0,0,0.7071068,10.40002
0.7745378,9.056981,-2.88773,0.7071068,0,0,0.7071068,10.43335
0.7749403,9.057223,-2.88684,0.7071068,0,0,0.7071068,10.46669
0.7757881,9.057186,-2.886429,0.7071068,0,0,0.7071068,10.50002
0.7766431,9.057136,-2.885516,0.7071068,0,0,0.7071068,10.53335
0.7771071,9.057402,-2.884597,0.7071068,0,0,0.7071068,10.56669
0.777969,9.057343,-2.883588,0.7071068,0,0,0.7071068,10.60002
0.7782882,9.057721,-2.883024,0.7071068,0,0,0.7071068,10.63335
0.7790835,9.057496,-2.881869,0.7071068,0,0,0.7071068,10.66669
0.7793372,9.057399,-2.881021,0.7071068,0,0,0.7071068,10.70002
0.7794539,9.057211,-2.880379,0.7071068,0,0,0.7071068,10.73335
0.7797943,9.056866,-2.879844,0.7071068,0,0,0.7071068,10.76669
0.7806733,9.056834,-2.879004,0.7071068,0,0,0.7071068,10.80002
0.7814346,9.056337,-2.878349,0.7071068,0,0,0.7071068,10.83335
0.7824401,9.056136,-2.877809,0.7071068,0,0,0.7071068,10.86669
0.7828341,9.056424,-2.877076,0.7071068,0,0,0.7071068,10.90002
0.7835901,9.056306,-2.875724,0.7071068,0,0,0.7071068,10.93335
0.7839727,9.056623,-2.875264,0.7071068,0,0,0.7071068,10.96669
0.784581,9.056794,-2.874817,0.7071068,0,0,0.7071068,11.00002
0.7846265,9.056267,-2.873646,0.7071068,0,0,0.7071068,11.03335
0.78507,9.056399,-2.873114,0.7071068,0,0,0.7071068,11.06669
0.7858651,9.05653,-2.871855,0.7071068,0,0,0.7071068,11.10002
0.7860604,9.056035,-2.870706,0.7071068,0,0,0.7071068,11.13336
0.7867244,9.05611,-2.869811,0.7071068,0,0,0.7071068,11.16669
0.7871737,9.055824,-2.868554,0.7071068,0,0,0.7071068,11.20002
0.7880492,9.055639,-2.867183,0.7071068,0,0,0.7071068,11.23336
0.7883314,9.055941,-2.866175,0.7071068,0,0,0.7071068,11.26669
0.7890856,9.055569,-2.865556,0.7071068,0,0,0.7071068,11.30002
0.7894878,9.055232,-2.86426,0.7071068,0,0,0.7071068,11.33336
0.789521,9.055201,-2.862842,0.7071068,0,0,0.7071068,11.36669
0.7903525,9.055343,-2.861739,0.7071068,0,0,0.7071068,11.40002
0.7903696,9.055348,-2.860895,0.7071068,0,0,0.7071068,11.43336
0.7911229,9.055159,-2.860305,0.7071068,0,0,0.7071068,11.46669
0.7909549,9.055532,-2.859278,0.7071068,0,0,0.7071068,11.50002
0.7908516,9.055854,-2.858521,0.7071068,0,0,0.7071068,11.53336
0.7907606,9.056002,-2.858026,0.7071068,0,0,0.7071068,11.56669
0.7910365,9.056151,-2.857565,0.7071068,0,0,0.7071068,11.60002
0.7911063,9.055836,-2.856893,0.7071068,0,0,0.7071068,11.63336
0.7915227,9.055702,-2.85643,0.7071068,0,0,0.7071068,11.66669
0.7922453,9.05568,-2.855239,0.7071068,0,0,0.7071068,11.70002
0.7923048,9.056003,-2.85431,0.7071068,0,0,0.7071068,11.73336
0.7928476,9.055986,-2.852898,0.7071068,0,0,0.7071068,11.76669
0.793439,9.055786,-2.85186,0.7071068,0,0,0.7071068,11.80002
0.7936027,9.055836,-2.850593,0.7071068,0,0,0.7071068,11.83336
0.7935947,9.055832,-2.849362,0.7071068,0,0,0.7071068,11.86669
0.7941771,9.05547,-2.84877,0.7071068,0,0,0.7071068,11.90002
0.7948005,9.055765,-2.84822,0.7071068,0,0,0.7071068,11.93336
0.795,9.055921,-2.84775,0.7071068,0,0,0.7071068,11.96669
0.7955723,9.055484,-2.846707,0.7071068,0,0,0.7071068,12.00002
0.7958095,9.055114,-2.846147,0.7071068,0,0,0.7071068,12.03336
0.7960567,9.054595,-2.845413,0.7071068,0,0,0.7071068,12.06669
0.7959198,9.054515,-2.844252,0.7071068,0,0,0.7071068,12.10002
0.7958022,9.05387,-2.843173,0.7071068,0,0,0.7071068,12.13336
0.7964152,9.053936,-2.84219,0.7071068,0,0,0.7071068,12.16669
0.796325,9.053688,-2.841212,0.7071068,0,0,0.7071068,12.20002
